id,state_name,district_name,season,crop,area,production
6267,Chhattisgarh,MAHASAMUND,Rabi       ,Gram,262,194
6268,Goa,NORTH GOA,Whole Year ,Pineapple,262,4348
6269,Odisha,DHENKANAL,Winter     ,Rapeseed &Mustard,262,66.8
6270,Odisha,NAYAGARH,Winter     ,Rapeseed &Mustard,262,43.8
6271,Telangana ,KHAMMAM,Kharif     ,Sesamum,262,80
6272,Uttar Pradesh,HATHRAS,Kharif     ,Sugarcane,262,15038
6273,Assam,TINSUKIA,Rabi       ,Pineapple,261,3771
6274,Bihar,JAMUI,Rabi       ,Linseed,261,225
6275,Chhattisgarh,GARIYABAND,Rabi       ,Peas & beans (Pulses),261,119
6276,Chhattisgarh,JANJGIR-CHAMPA,Kharif     ,Other Kharif pulses,261,122
6277,Uttar Pradesh,SANT RAVIDAS NAGAR,Rabi       ,Barley,261,406
6278,Uttarakhand,PAURI GARHWAL,Whole Year ,Garlic,261,386
6279,Assam,BONGAIGAON,Kharif     ,Sesamum,260,153
6280,Bihar,BHAGALPUR,Rabi       ,Sunflower,260,378
6281,Meghalaya,SOUTH GARO HILLS,Kharif     ,Dry ginger,260,1014
6282,Nagaland,ZUNHEBOTO,Rabi       ,Lentil,260,210
6283,Odisha,KHORDHA,Winter     ,Potato,260,4427
6284,Assam,UDALGURI,Kharif     ,Arhar/Tur,259,199
6285,Chhattisgarh,BALOD,Kharif     ,Maize,259,315
6286,Chhattisgarh,RAIGARH,Kharif     ,Sannhamp,259,101
6287,Chhattisgarh,SURGUJA,Kharif     ,Sesamum,259,120
6288,Karnataka,DAVANGERE,Rabi       ,Cotton(lint),259,412
6289,Tripura,GOMATI,Kharif     ,Sesamum,259,164
6290,Andhra Pradesh,SPSR NELLORE,Rabi       ,Brinjal,258,2478
6291,Andhra Pradesh,SRIKAKULAM,Kharif     ,Tomato,258,3709
6292,Chhattisgarh,DURG,Whole Year ,Sugarcane,258,1312
6293,Odisha,DHENKANAL,Winter     ,Sesamum,258,68.9
6294,Tripura,UNAKOTI,Rabi       ,Other  Rabi pulses,258,212
6295,Arunachal Pradesh,UPPER SIANG,Whole Year ,Dry chillies,257,1561
6296,Assam,BONGAIGAON,Rabi       ,Pineapple,257,4817
6297,Assam,GOALPARA,Rabi       ,Linseed,257,173
6298,Chhattisgarh,SURAJPUR,Whole Year ,Turmeric,257,232
6299,Karnataka,GULBARGA,Summer     ,Sunflower,257,192
6300,Karnataka,KOPPAL,Rabi       ,Onion,257,1409
6301,Meghalaya,EAST JAINTIA HILLS,Whole Year ,Arecanut,257,301
6302,Meghalaya,EAST KHASI HILLS,Rabi       ,Small millets,257,314
6303,Uttar Pradesh,JALAUN,Rabi       ,Potato,257,5798
6304,Uttar Pradesh,SHAMLI,Summer     ,Rice,257,680
6305,Chhattisgarh,SURAJPUR,Whole Year ,Dry ginger,256,345
6306,Karnataka,HAVERI,Rabi       ,Urad,256,69
6307,Meghalaya,EAST GARO HILLS,Kharif     ,Sesamum,256,217
6308,Tripura,SOUTH TRIPURA,Kharif     ,Arhar/Tur,256,180
6309,Arunachal Pradesh,TIRAP,Whole Year ,Oilseeds total,255,297
6310,Assam,JORHAT,Kharif     ,Papaya,255,4047
6311,Chhattisgarh,BILASPUR,Whole Year ,Onion,255,2799
6312,Chhattisgarh,RAJNANDGAON,Kharif     ,Moong(Green Gram),255,61
6313,Meghalaya,WEST JAINTIA HILLS,Kharif     ,Banana,255,837
6314,Uttar Pradesh,HATHRAS,Summer     ,Maize,255,453
6315,Uttar Pradesh,KANPUR NAGAR,Summer     ,Onion,255,3588
6316,Arunachal Pradesh,ANJAW,Whole Year ,Oilseeds total,254,246
6317,Bihar,MUNGER,Rabi       ,Peas & beans (Pulses),254,257
6318,Bihar,SUPAUL,Kharif     ,Sannhamp,254,204
6319,Assam,CHIRANG,Kharif     ,Papaya,253,4129
6320,Bihar,BHOJPUR,Kharif     ,Bajra,253,287
6321,Bihar,SAHARSA,Kharif     ,Ragi,253,501
6322,Chhattisgarh,GARIYABAND,Kharif     ,Moong(Green Gram),253,49
6323,Uttarakhand,RUDRA PRAYAG,Kharif     ,Potato,253,1509
6324,Andhra Pradesh,SPSR NELLORE,Kharif     ,Papaya,252,19839
6325,Chhattisgarh,KONDAGAON,Kharif     ,Sesamum,252,138
6326,Chhattisgarh,SURGUJA,Whole Year ,Sweet potato,252,1435
6327,Tripura,DHALAI,Kharif     ,Urad,252,138
6328,Bihar,PATNA,Rabi       ,Linseed,251,216
6329,Chhattisgarh,KOREA,Kharif     ,Other Kharif pulses,251,1
6330,Karnataka,SHIMOGA,Kharif     ,Arhar/Tur,251,163
6331,Telangana ,KARIMNAGAR,Kharif     ,Cowpea(Lobia),251,365
6332,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Summer     ,Moong(Green Gram),251,194
6333,West Bengal,24 PARAGANAS SOUTH,Summer     ,Maize,251,552
6334,Assam,DARRANG,Kharif     ,Mesta,250,1263
6335,Karnataka,DHARWAD,Kharif     ,Horse-gram,250,117
6336,Nagaland,PHEK,Kharif     ,Sugarcane,250,10890
6337,Uttar Pradesh,AMETHI,Kharif     ,Sesamum,250,68
6338,Uttar Pradesh,GORAKHPUR,Kharif     ,Sesamum,250,49
6339,West Bengal,JALPAIGURI,Whole Year ,Sugarcane,250,26754
6340,West Bengal,MEDINIPUR EAST,Summer     ,Sesamum,250,281
6341,Arunachal Pradesh,DIBANG VALLEY,Whole Year ,Oilseeds total,249,220
6342,Assam,MARIGAON,Kharif     ,Sesamum,249,174
6343,Bihar,BEGUSARAI,Kharif     ,Horse-gram,249,238
6344,Bihar,GOPALGANJ,Whole Year ,Tobacco,249,436
6345,Chhattisgarh,BALRAMPUR,Kharif     ,Ragi,249,66
6346,Karnataka,SHIMOGA,Kharif     ,Groundnut,249,181
6347,Telangana ,WARANGAL,Rabi       ,Sesamum,249,116
6348,Andhra Pradesh,PRAKASAM,Rabi       ,Brinjal,248,2382
6349,Andhra Pradesh,VISAKHAPATANAM,Kharif     ,Tobacco,248,774
6350,Bihar,DARBHANGA,Kharif     ,Arhar/Tur,248,283
6351,Uttar Pradesh,GHAZIPUR,Kharif     ,Dry chillies,248,205
6352,Assam,CACHAR,Rabi       ,Ginger,247,1760
6353,Jammu and Kashmir ,RAJAURI,Kharif     ,Dry chillies,247,162
6354,Uttar Pradesh,SITAPUR,Rabi       ,Tobacco,247,1045
6355,Assam,KAMRUP,Kharif     ,Maize,246,713
6356,Chhattisgarh,JANJGIR-CHAMPA,Whole Year ,Dry chillies,246,124
6357,Karnataka,BELGAUM,Kharif     ,Rapeseed &Mustard,246,54
6358,Karnataka,DAVANGERE,Kharif     ,Moong(Green Gram),246,73
6359,Odisha,NUAPADA,Winter     ,Urad,246,56.6
6360,Telangana ,MEDAK,Rabi       ,Sesamum,246,115
6361,Uttarakhand,RUDRA PRAYAG,Kharif     ,Urad,246,152
6362,Andhra Pradesh,CHITTOOR,Kharif     ,Small millets,245,97
6363,Assam,GOALPARA,Kharif     ,Maize,245,582
6364,Assam,KARBI ANGLONG,Rabi       ,Masoor,245,186
6365,Assam,NALBARI,Whole Year ,Onion,245,1139
6366,Uttar Pradesh,KAUSHAMBI,Summer     ,Banana,245,11052
6367,Andhra Pradesh,EAST GODAVARI,Kharif     ,Sapota,244,2041
6368,Andhra Pradesh,WEST GODAVARI,Rabi       ,Cowpea(Lobia),244,109
6369,Karnataka,HAVERI,Rabi       ,Cotton(lint),244,281
6370,Uttar Pradesh,KANPUR DEHAT,Rabi       ,Masoor,244,131
6371,Assam,GOLAGHAT,Rabi       ,Pineapple,243,3604
6372,Assam,TINSUKIA,Rabi       ,Dry chillies,243,191
6373,Karnataka,BIDAR,Kharif     ,Groundnut,243,62
6374,Andhra Pradesh,CHITTOOR,Kharif     ,Onion,242,4443
6375,Assam,BONGAIGAON,Rabi       ,Gram,242,232
6376,Assam,GOALPARA,Kharif     ,Tapioca,242,1757
6377,Bihar,PURNIA,Kharif     ,Horse-gram,242,232
6378,Chhattisgarh,JASHPUR,Kharif     ,Sesamum,242,119
6379,Chhattisgarh,MAHASAMUND,Whole Year ,Onion,242,2087
6380,Andhra Pradesh,VISAKHAPATANAM,Rabi       ,Ragi,241,359
6381,Bihar,ROHTAS,Kharif     ,Other Kharif pulses,241,182
6382,Meghalaya,RI BHOI,Kharif     ,Soyabean,241,307
6383,Odisha,DHENKANAL,Winter     ,Sugarcane,241,16773.6
6384,Puducherry,YANAM,Kharif     ,Rice,241,774
6385,Uttar Pradesh,AMBEDKAR NAGAR,Rabi       ,Coriander,241,117
6386,Uttar Pradesh,VARANASI,Kharif     ,Moong(Green Gram),241,77
6387,Chhattisgarh,BEMETARA,Kharif     ,Groundnut,240,387
6388,Chhattisgarh,SURGUJA,Whole Year ,Garlic,240,629
6389,Kerala,KANNUR,Whole Year ,Blackgram,240,1
6390,Nagaland,MOKOKCHUNG,Rabi       ,Lentil,240,200
6391,Tripura,SOUTH TRIPURA,Whole Year ,Sugarcane,240,11889
6392,Assam,CHIRANG,Rabi       ,Sweet potato,239,846
6393,Karnataka,CHIKMAGALUR,Kharif     ,Castor seed,239,145
6394,Odisha,NUAPADA,Summer     ,Groundnut,239,427.6
6395,Arunachal Pradesh,UPPER SUBANSIRI,Whole Year ,Dry ginger,238,1692
6396,Chhattisgarh,GARIYABAND,Kharif     ,Horse-gram,238,81
6397,Chhattisgarh,KONDAGAON,Rabi       ,Rapeseed &Mustard,238,151
6398,Chhattisgarh,MUNGELI,Whole Year ,Dry chillies,238,119
6399,Karnataka,BELGAUM,Kharif     ,Niger seed,238,71
6400,Karnataka,HAVERI,Rabi       ,Other  Rabi pulses,238,177
6401,Karnataka,MYSORE,Summer     ,Maize,238,776
6402,Uttar Pradesh,BAHRAICH,Kharif     ,Sesamum,238,47
6403,Uttar Pradesh,GORAKHPUR,Summer     ,Maize,238,423
6404,Uttarakhand,ALMORA,Kharif     ,Potato,238,2096
6405,Assam,GOLAGHAT,Kharif     ,Maize,237,654
6406,Chhattisgarh,DHAMTARI,Rabi       ,Urad,237,65
6407,Meghalaya,SOUTH GARO HILLS,Rabi       ,Small millets,237,289
6408,Odisha,DEOGARH,Winter     ,Rapeseed &Mustard,237,57.4
6409,Puducherry,PONDICHERRY,Kharif     ,Banana,237,7079
6410,Uttar Pradesh,GONDA,Rabi       ,Maize,237,567
6411,West Bengal,MURSHIDABAD,Rabi       ,Groundnut,237,763
6412,Arunachal Pradesh,EAST SIANG,Whole Year ,Dry chillies,236,216
6413,Bihar,SARAN,Kharif     ,Small millets,236,178
6414,Chhattisgarh,JANJGIR-CHAMPA,Rabi       ,Peas & beans (Pulses),236,85
6415,Odisha,JAJAPUR,Winter     ,Potato,236,3755.5
6416,Telangana ,RANGAREDDI,Kharif     ,Sesamum,236,47
6417,Assam,JORHAT,Rabi       ,Ginger,235,1853
6418,Bihar,BUXAR,Kharif     ,Small millets,235,176
6419,Chhattisgarh,BIJAPUR,Kharif     ,Other Kharif pulses,235,44
6420,Chhattisgarh,MUNGELI,Rabi       ,Peas & beans (Pulses),235,88
6421,Chhattisgarh,RAIGARH,Rabi       ,Other  Rabi pulses,235,72
6422,Telangana ,WARANGAL,Kharif     ,Cowpea(Lobia),235,216
6423,Tripura,DHALAI,Kharif     ,Other Kharif pulses,235,149
6424,Andhra Pradesh,ANANTAPUR,Rabi       ,Cowpea(Lobia),234,263
6425,Arunachal Pradesh,UPPER SUBANSIRI,Whole Year ,Potato,234,2425
6426,Arunachal Pradesh,UPPER SUBANSIRI,Whole Year ,Dry chillies,233,402
6427,Chhattisgarh,RAIGARH,Kharif     ,Small millets,233,79
6428,Karnataka,BANGALORE RURAL,Kharif     ,Castor seed,233,142
6429,Karnataka,DHARWAD,Rabi       ,Other  Rabi pulses,233,148
6430,Karnataka,TUMKUR,Rabi       ,Ragi,233,378
6431,Meghalaya,SOUTH WEST GARO HILLS,Rabi       ,Small millets,233,157
6432,West Bengal,MURSHIDABAD,Rabi       ,Linseed,233,97
6433,Arunachal Pradesh,PAPUM PARE,Whole Year ,Dry ginger,232,1682
6434,Bihar,KHAGARIA,Rabi       ,Gram,232,207
6435,Bihar,VAISHALI,Kharif     ,Urad,232,211
6436,Meghalaya,WEST GARO HILLS,Rabi       ,Tobacco,232,213
6437,Andhra Pradesh,SPSR NELLORE,Kharif     ,Moong(Green Gram),231,155
6438,Assam,BARPETA,Kharif     ,Arhar/Tur,231,212
6439,Chhattisgarh,BALOD,Kharif     ,Other Kharif pulses,231,84
6440,Karnataka,BENGALURU URBAN,Whole Year ,Arecanut,231,2137
6441,Odisha,KENDUJHAR,Autumn     ,Jute,231,389.5
6442,Uttar Pradesh,BALLIA,Rabi       ,Onion,231,3534
6443,Uttar Pradesh,SANT RAVIDAS NAGAR,Kharif     ,Sesamum,231,57
6444,West Bengal,JALPAIGURI,Rabi       ,Peas & beans (Pulses),231,279
6445,Assam,LAKHIMPUR,Rabi       ,Sweet potato,230,835
6446,Bihar,KATIHAR,Whole Year ,Sugarcane,230,13481
6447,Chhattisgarh,KABIRDHAM,Whole Year ,Dry chillies,230,159
6448,Chhattisgarh,SUKMA,Kharif     ,Niger seed,230,38
6449,Kerala,KOLLAM,Whole Year ,Turmeric,230,409
6450,Nagaland,LONGLENG,Rabi       ,Linseed,230,190
6451,Nagaland,MOKOKCHUNG,Kharif     ,Bean,230,320
6452,Nagaland,PEREN,Kharif     ,Bean,230,300
6453,Nagaland,ZUNHEBOTO,Rabi       ,Potato,230,2340
6454,Tripura,UNAKOTI,Kharif     ,Sesamum,230,157
6455,West Bengal,MURSHIDABAD,Summer     ,Groundnut,230,531
6456,Andhra Pradesh,ANANTAPUR,Rabi       ,Castor seed,229,131
6457,Andhra Pradesh,VIZIANAGARAM,Rabi       ,Gram,229,442
6458,Andhra Pradesh,WEST GODAVARI,Kharif     ,Papaya,229,18034
6459,Arunachal Pradesh,PAPUM PARE,Whole Year ,Sugarcane,229,4253
6460,Assam,KAMRUP METRO,Rabi       ,Urad,229,148
6461,Chhattisgarh,BALOD,Kharif     ,Sesamum,229,81
6462,Chhattisgarh,KOREA,Kharif     ,Mesta,229,375
6463,Uttar Pradesh,ALIGARH,Kharif     ,Sweet potato,229,2836
6464,West Bengal,JALPAIGURI,Summer     ,Moong(Green Gram),229,322
6465,Bihar,BHOJPUR,Kharif     ,Small millets,228,171
6466,Chhattisgarh,KORBA,Rabi       ,Barley,228,287
6467,Karnataka,BELLARY,Summer     ,Dry chillies,228,439
6468,Uttar Pradesh,SULTANPUR,Summer     ,Maize,228,405
6469,West Bengal,BARDHAMAN,Rabi       ,Linseed,228,56
6470,West Bengal,COOCHBEHAR,Rabi       ,Moong(Green Gram),228,179
6471,Bihar,ARWAL,Autumn     ,Maize,227,569
6472,Bihar,JAMUI,Rabi       ,Maize,227,785
6473,Bihar,KATIHAR,Kharif     ,Horse-gram,227,217
6474,Chhattisgarh,BALRAMPUR,Kharif     ,Sannhamp,227,67
6475,Uttar Pradesh,FATEHPUR,Kharif     ,Maize,227,404
6476,Uttar Pradesh,KAUSHAMBI,Rabi       ,Onion,227,3473
6477,Uttar Pradesh,SHRAVASTI,Kharif     ,Sesamum,227,45
6478,Uttar Pradesh,SITAPUR,Summer     ,Maize,227,404
6479,Andhra Pradesh,KADAPA,Kharif     ,Small millets,226,198
6480,Bihar,GAYA,Rabi       ,Maize,226,820
6481,Chhattisgarh,BIJAPUR,Rabi       ,Moong(Green Gram),226,74
6482,Chhattisgarh,KOREA,Kharif     ,Groundnut,226,245
6483,Uttar Pradesh,SIDDHARTH NAGAR,Kharif     ,Urad,226,121
6484,Assam,BAKSA,Kharif     ,Arhar/Tur,225,205
6485,Bihar,SIWAN,Rabi       ,Gram,225,216
6486,Chhattisgarh,JANJGIR-CHAMPA,Kharif     ,Moong(Green Gram),225,54
6487,Sikkim,EAST DISTRICT,Rabi       ,Barley,225,241
6488,West Bengal,HOOGHLY,Summer     ,Maize,225,455
6489,Andhra Pradesh,WEST GODAVARI,Rabi       ,Tomato,224,3035
6490,Jammu and Kashmir ,UDHAMPUR,Kharif     ,Potato,224,2416.8
6491,Karnataka,BIJAPUR,Rabi       ,Cotton(lint),224,357
6492,Tripura,WEST TRIPURA,Rabi       ,Peas & beans (Pulses),224,169
6493,Uttar Pradesh,BARABANKI,Kharif     ,Groundnut,224,113
6494,Uttar Pradesh,BULANDSHAHR,Kharif     ,Cotton(lint),224,67
6495,West Bengal,JALPAIGURI,Autumn     ,Ragi,224,194
6496,Andhra Pradesh,SPSR NELLORE,Kharif     ,Brinjal,223,2142
6497,Arunachal Pradesh,EAST SIANG,Whole Year ,Turmeric,223,481
6498,Chhattisgarh,SUKMA,Rabi       ,Moong(Green Gram),223,61
6499,Karnataka,KODAGU,Whole Year ,Tobacco,223,160
6500,Karnataka,KOLAR,Rabi       ,Dry chillies,223,418
6501,Uttar Pradesh,KHERI,Rabi       ,Barley,223,303
6502,Assam,CHIRANG,Kharif     ,Arhar/Tur,222,236
6503,Assam,KARBI ANGLONG,Kharif     ,Small millets,222,107
6504,Assam,SIVASAGAR,Rabi       ,Dry chillies,222,148
6505,Assam,UDALGURI,Rabi       ,Moong(Green Gram),222,161
6506,Bihar,JAMUI,Rabi       ,Khesari,222,149
6507,Tripura,UNAKOTI,Kharif     ,Other Kharif pulses,222,137
6508,Uttar Pradesh,SAMBHAL,Kharif     ,Moong(Green Gram),222,71
6509,Uttar Pradesh,SAMBHAL,Rabi       ,Maize,222,531
6510,Assam,BONGAIGAON,Rabi       ,Linseed,221,118
6511,Uttar Pradesh,BAHRAICH,Rabi       ,Barley,221,379
6512,Uttarakhand,UTTAR KASHI,Rabi       ,Barley,221,272
6513,Assam,NALBARI,Whole Year ,Sugarcane,220,7385
6514,Chhattisgarh,SURAJPUR,Whole Year ,Coriander,220,44
6515,Kerala,KOZHIKODE,Whole Year ,Cardamom,220,5
6516,Nagaland,PEREN,Kharif     ,Mesta,220,250
6517,Nagaland,PHEK,Kharif     ,Mesta,220,250
6518,Nagaland,ZUNHEBOTO,Kharif     ,Sugarcane,220,9580
6519,Uttar Pradesh,BAHRAICH,Rabi       ,Gram,220,66
6520,Uttarakhand,TEHRI GARHWAL,Rabi       ,Peas & beans (Pulses),220,113
6521,Uttarakhand,UDAM SINGH NAGAR,Kharif     ,Urad,220,107
6522,West Bengal,PURULIA,Rabi       ,Urad,220,113
6523,Bihar,JEHANABAD,Summer     ,Maize,219,922
6524,Bihar,NAWADA,Rabi       ,Peas & beans (Pulses),219,221
6525,Chhattisgarh,SURGUJA,Kharif     ,Other Kharif pulses,219,1
6526,Uttar Pradesh,MUZAFFARNAGAR,Kharif     ,Dry chillies,219,181
6527,Uttar Pradesh,SONBHADRA,Kharif     ,Sugarcane,219,14406
6528,West Bengal,COOCHBEHAR,Rabi       ,Masoor,219,117
6529,Chhattisgarh,DHAMTARI,Kharif     ,Moong(Green Gram),218,55
6530,Meghalaya,EAST GARO HILLS,Kharif     ,Sweet potato,218,722
6531,Puducherry,YANAM,Rabi       ,Rice,218,1042
6532,Uttar Pradesh,AMBEDKAR NAGAR,Rabi       ,Tobacco,218,923
6533,Uttar Pradesh,UNNAO,Rabi       ,Onion,218,3335
6534,Chhattisgarh,DHAMTARI,Whole Year ,Dry chillies,217,128
6535,Odisha,SONEPUR,Autumn     ,Moong(Green Gram),217,108.1
6536,Telangana ,RANGAREDDI,Rabi       ,Sunflower,217,310
6537,Tripura,SOUTH TRIPURA,Kharif     ,Other Kharif pulses,217,110
6538,Chhattisgarh,KOREA,Rabi       ,Masoor,216,64
6539,Chhattisgarh,RAIPUR,Kharif     ,Urad,216,95
6540,Meghalaya,SOUTH WEST GARO HILLS,Winter     ,Potato,216,1984
6541,Uttar Pradesh,HAPUR,Rabi       ,Masoor,216,116
6542,Uttar Pradesh,SIDDHARTH NAGAR,Summer     ,Onion,216,3266
6543,Uttarakhand,CHAMPAWAT,Whole Year ,Onion,216,1582
6544,Assam,BONGAIGAON,Rabi       ,Ginger,215,1397
6545,Assam,JORHAT,Rabi       ,Dry chillies,215,159
6546,Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,Kharif     ,Small millets,215,203
6547,Karnataka,BELGAUM,Whole Year ,Coriander,215,87
6548,Karnataka,KOPPAL,Summer     ,Onion,215,1055
6549,Meghalaya,SOUTH GARO HILLS,Kharif     ,Sesamum,215,187
6550,Uttar Pradesh,MATHURA,Kharif     ,Urad,215,95
6551,West Bengal,MALDAH,Summer     ,Sesamum,215,146
6552,Andhra Pradesh,SRIKAKULAM,Kharif     ,Turmeric,214,1540
6553,Bihar,MADHUBANI,Summer     ,Maize,214,613
6554,Chhattisgarh,GARIYABAND,Rabi       ,Rapeseed &Mustard,214,87
6555,Tripura,DHALAI,Rabi       ,Groundnut,214,256
6556,Uttar Pradesh,FATEHPUR,Summer     ,Banana,214,9654
6557,Uttar Pradesh,HAPUR,Summer     ,Moong(Green Gram),214,165
6558,Assam,TINSUKIA,Rabi       ,Moong(Green Gram),213,111
6559,Bihar,KISHANGANJ,Kharif     ,Sesamum,213,185
6560,Bihar,NALANDA,Kharif     ,Arhar/Tur,213,373
6561,Kerala,ERNAKULAM,Whole Year ,Turmeric,213,640
6562,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Kharif     ,Maize,213,362
6563,Andhra Pradesh,WEST GODAVARI,Kharif     ,Tomato,212,3048
6564,Bihar,MADHUBANI,Rabi       ,Maize,212,600
6565,Karnataka,MANDYA,Kharif     ,Onion,212,1089
6566,Uttar Pradesh,BASTI,Rabi       ,Tobacco,212,897
6567,Uttarakhand,ALMORA,Whole Year ,Garlic,212,320
6568,Andhra Pradesh,SPSR NELLORE,Kharif     ,Cashewnut,211,74
6569,Assam,CHIRANG,Kharif     ,Niger seed,211,138
6570,Karnataka,MANDYA,Rabi       ,Gram,211,152
6571,Karnataka,MYSORE,Summer     ,Cowpea(Lobia),211,77
6572,Odisha,BOUDH,Autumn     ,Maize,211,151.6
6573,Odisha,RAYAGADA,Autumn     ,Groundnut,211,165.2
6574,West Bengal,COOCHBEHAR,Summer     ,Moong(Green Gram),211,180
6575,Assam,BAKSA,Whole Year ,Onion,210,686
6576,Karnataka,BAGALKOT,Rabi       ,Cotton(lint),210,334
6577,Karnataka,BELGAUM,Summer     ,Cowpea(Lobia),210,77
6578,Nagaland,DIMAPUR,Kharif     ,Cowpea(Lobia),210,310
6579,Nagaland,KOHIMA,Kharif     ,Sugarcane,210,9140
6580,Nagaland,LONGLENG,Kharif     ,Ginger,210,1920
6581,Nagaland,MON,Kharif     ,Bean,210,290
6582,Nagaland,MON,Rabi       ,Lentil,210,170
6583,Nagaland,PEREN,Kharif     ,Arhar/Tur,210,190
6584,Nagaland,PEREN,Rabi       ,Potato,210,2140
6585,Nagaland,TUENSANG,Kharif     ,Bean,210,290
6586,Nagaland,TUENSANG,Kharif     ,Tapioca,210,4250
6587,Nagaland,TUENSANG,Rabi       ,Lentil,210,170
6588,Nagaland,ZUNHEBOTO,Kharif     ,Mesta,210,220
6589,Odisha,ANUGUL,Summer     ,Groundnut,210,335.2
6590,Uttar Pradesh,BUDAUN,Kharif     ,Moong(Green Gram),210,67
6591,Uttar Pradesh,RAE BARELI,Kharif     ,Sweet potato,210,2601
6592,Uttarakhand,HARIDWAR,Kharif     ,Sesamum,210,52
6593,Andhra Pradesh,CHITTOOR,Kharif     ,Sapota,209,1748
6594,Assam,GOLAGHAT,Rabi       ,Moong(Green Gram),209,109
6595,Assam,KARIMGANJ,Whole Year ,Sugarcane,209,6055
6596,Assam,UDALGURI,Whole Year ,Onion,209,602
6597,Karnataka,CHIKBALLAPUR,Kharif     ,Potato,209,2659
6598,Uttar Pradesh,AMBEDKAR NAGAR,Summer     ,Moong(Green Gram),209,98
6599,Uttar Pradesh,CHANDAULI,Rabi       ,Barley,209,366
6600,Uttar Pradesh,FATEHPUR,Kharif     ,Groundnut,209,181
6601,Uttar Pradesh,KANPUR DEHAT,Kharif     ,Sweet potato,209,2589
6602,Assam,CHIRANG,Kharif     ,Tapioca,208,1050
6603,Bihar,KHAGARIA,Summer     ,Rice,208,427
6604,Bihar,PATNA,Summer     ,Moong(Green Gram),208,120
6605,Chhattisgarh,RAIGARH,Rabi       ,Urad,208,41
6606,Karnataka,BANGALORE RURAL,Kharif     ,Niger seed,208,55
6607,Karnataka,KOPPAL,Rabi       ,Urad,208,95
6608,Meghalaya,EAST GARO HILLS,Whole Year ,Cashewnut,208,225
6609,Odisha,SUNDARGARH,Summer     ,Groundnut,208,387.1
6610,Odisha,SUNDARGARH,Summer     ,Wheat,208,340.9
6611,Uttarakhand,HARIDWAR,Kharif     ,Pulses total,208,124
6612,West Bengal,24 PARAGANAS SOUTH,Rabi       ,Linseed,208,100
6613,Andhra Pradesh,SRIKAKULAM,Kharif     ,Ragi,207,277
6614,Assam,BONGAIGAON,Kharif     ,Papaya,207,5270
6615,Assam,UDALGURI,Rabi       ,Sweet potato,207,1756
6616,Bihar,NAWADA,Kharif     ,Groundnut,207,212
6617,Chhattisgarh,BASTAR,Whole Year ,Jowar,207,184
6618,Tripura,KHOWAI,Rabi       ,Masoor,207,173
6619,Assam,DHEMAJI,Whole Year ,Onion,206,357
6620,Assam,MARIGAON,Rabi       ,Linseed,206,130
6621,Telangana ,MAHBUBNAGAR,Rabi       ,Ragi,206,150
6622,Telangana ,RANGAREDDI,Rabi       ,Dry chillies,206,845
6623,Tripura,SEPAHIJALA,Kharif     ,Sesamum,206,145
6624,West Bengal,MEDINIPUR WEST,Kharif     ,Sannhamp,206,948
6625,Assam,HAILAKANDI,Rabi       ,Ginger,205,1258
6626,Bihar,SAHARSA,Rabi       ,Linseed,205,177
6627,Chhattisgarh,KONDAGAON,Rabi       ,Other  Rabi pulses,205,5
6628,Telangana ,NIZAMABAD,Whole Year ,Coriander,205,49
6629,Uttarakhand,RUDRA PRAYAG,Kharif     ,Maize,205,363
6630,West Bengal,DARJEELING,Rabi       ,Urad,205,173
6631,Arunachal Pradesh,UPPER SIANG,Whole Year ,Oilseeds total,204,172
6632,Assam,GOLAGHAT,Kharif     ,Papaya,204,5301
6633,Chhattisgarh,KORBA,Rabi       ,Peas & beans (Pulses),204,74
6634,Karnataka,CHIKBALLAPUR,Kharif     ,Rapeseed &Mustard,204,47
6635,Karnataka,KOPPAL,Summer     ,Dry chillies,204,393
6636,Bihar,VAISHALI,Rabi       ,Masoor,196,70
6637,Meghalaya,WEST JAINTIA HILLS,Rabi       ,Small millets,204,275
6638,West Bengal,PURULIA,Kharif     ,Niger seed,204,74
6639,Chhattisgarh,SURAJPUR,Whole Year ,Garlic,203,531
6640,Meghalaya,SOUTH GARO HILLS,Kharif     ,Cotton(lint),203,258
6641,Tripura,SEPAHIJALA,Rabi       ,Masoor,203,141
6642,West Bengal,HOOGHLY,Rabi       ,Wheat,203,493
6643,Karnataka,DAVANGERE,Kharif     ,Castor seed,202,123
6644,Telangana ,ADILABAD,Rabi       ,Urad,202,82
6645,Tripura,UNAKOTI,Rabi       ,Peas & beans (Pulses),202,155
6646,Uttar Pradesh,KANPUR DEHAT,Rabi       ,Garlic,202,1170
6647,Uttar Pradesh,SHAMLI,Rabi       ,Garlic,202,1170
6648,Arunachal Pradesh,WEST SIANG,Whole Year ,Dry chillies,201,271
6649,Assam,TINSUKIA,Summer     ,Paddy,201,590
6650,Assam,TINSUKIA,Summer     ,Rice,201,590
6651,Bihar,MADHEPURA,Kharif     ,Ragi,201,291
6652,Meghalaya,RI BHOI,Rabi       ,Rapeseed &Mustard,201,146
6653,Uttar Pradesh,KHERI,Summer     ,Urad,201,84
6654,Andhra Pradesh,CHITTOOR,Rabi       ,Sweet potato,200,2257
